ID;NOME;TIPO;CD_MUN;NM_MUN;CD_DIST;NM_DIST;CD_BAIRRO;NM_BAIRRO;LOGRADOURO;num;compl;BAIRRO;UF;Região;CEP;TELEFONE;EMAIL;location_t;fonte_geo;tipo_geo;Latitude;Longitude
"1443";Biblioteca Pública Municipal de Antas;Municipal;"2901601";Antas;"290160105";Antas;;;Avenida Paulo Souto;"155";;Centro;BA;Nordeste;48420-000;(75)99907-4329;bibliotecasaculturantas@gmail.com;RANGE_INTERPOLATED;Google 2025;"1";-10.386049000000000;-38.340471999999998
"1444";Biblioteca Pública Municipal Professora Livalda Salustiano de Souza;Municipal;"2901700";Antônio Cardoso;"290170005";Antônio Cardoso;;;Praça Bule Bule;s/n;;Centro;BA;Nordeste;44180-000;(75)3230-2120;carvalhoagnaldo45@gmail.com;GEOMETRIC_CENTER;Google 2025;"1";-12.436704000000001;-39.119819000000000
"1445";Biblioteca Pública Municipal Professora Hilda de Oliveira Menezes;Municipal;"2901809";Antônio Gonçalves;"290180905";Antônio Gonçalves;;;Rua Francisco Pereira da Silva;s/n;;Centro;BA;Nordeste;;(74)3547-2122;secantgoncalves@bol.com.br;APPROXIMATE;Google 2025;"2";-10.573162999999999;-40.275337000000000
"1446";Biblioteca Pública Municipal de Aporá;Municipal;"2901908";Aporá;"290190810";Itamira;;;Rua Theodoro José dos Santos;s/n;;Centro;BA;Nordeste;48350-000;(75)99946-9363;mamediodantas@hotmail.com/semec.apora@outlook.com;ROOFTOP;Google 2025;"1";-11.669013000000000;-38.254292999999997
"1447";Biblioteca Pública Municipal Ruth Schramm;Municipal;"2902054";Araçás;"290205405";Araçás;;;Praça Rui Barbosa;s/n;;Centro;BA;Nordeste;;(75)98845-7083;biblioteca.pmrs@gmail.com;APPROXIMATE;Google 2025;"2";-12.211416000000000;-38.203522999999997
"1448";Biblioteca Pública Municipal de Aramari;Municipal;"2902203";Aramari;"290220305";Aramari;;;Rua Arthur Portela;s/n;;Centro;BA;Nordeste;;;;GEOMETRIC_CENTER;Google 2025;"1";-12.089601999999999;-38.497320999999999
"1449";Biblioteca Pública Municipal Liberalino Barbosa Souto;Municipal;"2902252";Arataca;"290225205";Arataca;;;Rua Pedro Rosa;s/n;;Centro;BA;Nordeste;;(73)3673-1107;bibliotecaliberalino@gmail.com;APPROXIMATE;Google 2025;"2";-15.257989000000000;-39.424311000000003
"1450";Biblioteca Pública Municipal de Aurelino Leal;Municipal;"2902401";Aurelino Leal;"290240105";Aurelino Leal;;;Praça Walter Bonfim;s/n;;Centro;BA;Nordeste;;(73)98164-5765;robson.marques2708@outlook.com;APPROXIMATE;Google 2025;"2";-14.316808999999999;-39.324846000000001
"1451";Biblioteca Pública Municipal Muniz Sodré;Municipal;"2902609";Baixa Grande;"290260905";Baixa Grande;;;Rua Vitalino de Queiroz Matos;s/n;;;BA;Nordeste;;(74)3258-1509;secbg@yahoo.com.br;APPROXIMATE;Google 2025;"2";-11.960082999999999;-40.167924999999997
"1452";Biblioteca Pública Municipal Professora Fabiane Campos Santos Gama;Municipal;"2902658";Banzaê;"290265805";Banzaê;;;Rua José Lubarino de Morais;s/n;;Centro;BA;Nordeste;48405-000;(75)3213-2129/(75)99812-8334;bib.pmfabianecsg@hotmail.com/biblio.fabianecampos@gmail.com;GEOMETRIC_CENTER;Google 2025;"1";-10.581773999999999;-38.610810000000001
"1453";Biblioteca Pública Municipal Arnóbia de Souza Fernandes;Municipal;"2902807";Barra da Estiva;"290280705";Barra da Estiva;;;Praça Rochael Alves da Silva;s/n;;Centro;BA;Nordeste;;(77)99992-8927;rodrigo.barreto.carvalho@gmail.com;GEOMETRIC_CENTER;Google 2025;"1";-13.625882000000001;-41.326326999999999
"1454";Biblioteca Pública Municipal Edízio Mendonça;Municipal;"2903003";Barra do Mendes;"290300305";Barra do Mendes;;;Rua Álvaro Campos;"1";;Centro;BA;Nordeste;;(71)99209-3362/(75)98322-6324;cultura@barradomendes.ba.gov.br;RANGE_INTERPOLATED;Google 2025;"1";-11.805721000000000;-42.058926999999997
"1455";Biblioteca Pública Municipal Folk Rocha;Municipal;"2903201";Barreiras;"290320105";Barreiras;;;Rua Anibal Alves Barbosa;"626";;Centro;BA;Nordeste;47800-163;(77)3613-9840/(77)99148-0088;bibliotecamunicipalbarreiras@hotmail.com/bfr_smecel@barreiras.ba.gov.br;ROOFTOP;Google 2025;"1";-12.149210000000000;-44.990695000000002
"1457";Biblioteca Pública Municipal ProfessoraMarilene Muniz;Municipal;"2903300";Barro Preto;"290330005";Barro Preto;;;Rua Duque de Caxias;"245";;Centro;BA;Nordeste;;(73)3249-1197;bibliotecaprofessoramarilene@outlook.com;RANGE_INTERPOLATED;Google 2025;"1";-14.808869000000000;-39.471671000000001
"1456";Biblioteca Pública Municipal Professora Zelândia Queiroz;Municipal;"2903276";Barrocas;"290327605";Barrocas;;;Rua da Estação;s/n;;Centro;BA;Nordeste;48705-000;(75)99148-4295;smcel2017@gmail.com;APPROXIMATE;Google 2025;"2";-11.527657000000000;-39.077955000000003
"1458";Biblioteca Pública Municipal Sosígenes Costa;Municipal;"2903409";Belmonte;"290340905";Belmonte;;;Avenida Dom Pedro II;"590";;Centro;BA;Nordeste;45800-000;(73)3287-2606;bibsosigenescosta@gmail.com;RANGE_INTERPOLATED;Google 2025;"1";-15.860122000000000;-38.881425999999998
"1459";Biblioteca Pública Municipal de Biritinga;Municipal;"2903607";Biritinga;"290360705";Biritinga;;;Avenida Bladio Gomes;s/n;;Centro;BA;Nordeste;;(75)3267-2364;culturabiritinga@yahoo.com.br;APPROXIMATE;Google 2025;"2";-11.622673000000001;-38.806682000000002
"1460";Biblioteca Pública Municipal Doutor Fernando Sá Miranda;Municipal;"2903706";Boa Nova;"290370605";Boa Nova;;;Avenida Nossa Senhor da Boa Nova;"5";;Centro;BA;Nordeste;;(77)3433-2145;;APPROXIMATE;Google 2025;"2";-14.365143000000000;-40.207596000000002
"1461";Biblioteca Pública Municipal Monteiro Lobato;Municipal;"2903805";Boa Vista do Tupim;"290380505";Boa Vista do Tupim;;;Boa Vista do Tupim;s/n;;Alto do Matadouro;BA;Nordeste;;(75)98809-8673;bibliotecamonteirolobatobvt@gmail.com;GEOMETRIC_CENTER;Google 2025;"1";-12.661806000000000;-40.609060999999997
"1462";Biblioteca Pública Municipal de Boquira;Municipal;"2904100";Boquira;"290410005";Boquira;;;;;;;BA;Nordeste;;(77)99819-5440;seduc.bpmb@hotmail.com;APPROXIMATE;Google 2025;"2";-12.821154999999999;-42.731211999999999
"1463";Biblioteca Pública Municipal de Brejões;Municipal;"2904308";Brejões;"290430805";Brejões;;;Praça João Baiano Pereira;s/n;;Centro;BA;Nordeste;45325-000;(75)98357-1563/(75)3654-2158;bibliotecabrejões@yahoo.com.br;APPROXIMATE;Google 2025;"2";-13.103749000000001;-39.794894999999997
"1464";Biblioteca Pública Municipal Professor Milton Santos;Municipal;"2904506";Brotas de Macaúbas;"290450605";Brotas de Macaúbas;;;;;;;BA;Nordeste;;(77)3644-2391;;APPROXIMATE;Google 2025;"2";-12.000544000000000;-42.626278999999997
"1465";Biblioteca Pública Municipal de Buritirama;Municipal;"2904753";Buritirama;"290475305";Buritirama;;;Avenida Prefeito Arival Viana;s/n;;Centro;BA;Nordeste;;(77)3442-2378;;APPROXIMATE;Google 2025;"2";-10.714117999999999;-43.631008999999999
"1466";Biblioteca Pública Municipal Professor Edgar Santos;Municipal;"2904803";Caatiba;"290480305";Caatiba;;;Rua Manoel de Jesus Costa;s/n;;Cidade Nova;BA;Nordeste;45130-000;(77)98817-7009/81478216;bibliotecamunicipalcaatiba2018@outlook.com;GEOMETRIC_CENTER;Google 2025;"1";-14.976538000000000;-40.409877000000002
"1467";Biblioteca Pública Municipal Ernesto Simões Filho;Municipal;"2904902";Cachoeira;"290490205";Cachoeira;;;Praça Ubaldino de Assis;s/n;;Centro;BA;Nordeste;;(75)98322-6324;bibliotecamunicipalesf@gmail.com;GEOMETRIC_CENTER;Google 2025;"1";-12.602622000000000;-38.965949999999999
"1468";Biblioteca Pública Municipal Doutor Luiz Viana Filho;Municipal;"2905008";Caculé;"290500805";Caculé;;;Rua Ana Nery;"2";;Centro;BA;Nordeste;;;;RANGE_INTERPOLATED;Google 2025;"1";-14.500731999999999;-42.223264999999998
"1469";Biblioteca Pública Municipal Cezar Zana;Municipal;"2905206";Caetité;"290520605";Caetité;;;;;;;BA;Nordeste;;(77)3454-1227;;APPROXIMATE;Google 2025;"2";-14.064866000000000;-42.485886999999998
"1470";Biblioteca Pública Municipal de Cafarnaum;Municipal;"2905305";Cafarnaum;"290530505";Cafarnaum;;;Avenida Doutor Deocleciano Teixeira;"52";;Centro;BA;Nordeste;;;seceducaf@gmail.com;APPROXIMATE;Google 2025;"2";-11.691960000000000;-41.468373000000000
"1471";Biblioteca Pública Municipal Professora Juvenilda;Municipal;"2905404";Cairu;"290540405";Cairu;;;Rua Barão Homem de Melo;"26";;Centro;BA;Nordeste;;(75)3653-2381;cultura@cairu.ba.gov.br;ROOFTOP;Google 2025;"1";-13.487126999999999;-39.044575000000002
"1472";Biblioteca Pública Municipal Antônio Ribeiro de Moura;Municipal;"2905602";Camacan;"290560205";Camacan;;;Rua Bahia;s/n;;Centro;BA;Nordeste;;(73)99169-3743;diretoriadecultura@semec.net.br;APPROXIMATE;Google 2025;"2";-15.420104000000000;-39.496403999999998
"1473";Biblioteca Infanto-Juvenil de Camaçari;Municipal;"2905701";Camaçari;"290570105";Camaçari;;;Praça Abrantes;s/n;;Centro;BA;Nordeste;;(71)3621-7559;;GEOMETRIC_CENTER;Google 2025;"1";-12.698795000000000;-38.325780000000002
"1474";Biblioteca Pública Municipal Professor Raimundo Dias Viana;Municipal;"2905909";Campo Alegre de Lourdes;"290590905";Campo Alegre de Lourdes;;;Avenida Abílio Dias da Silva;s/n;;Joaquim Antunes;BA;Nordeste;;(77)9974-8284/(74)99996-0121;deborarubem@hotmail.com;APPROXIMATE;Google 2025;"2";-9.516810000000000;-43.009383000000000
"1475";Biblioteca Pública Municipal Doutor Rômulo Galvão;Municipal;"2906006";Campo Formoso;"290600605";Campo Formoso;;;Praça 2 de Julho;s/n;;Centro;BA;Nordeste;44790-000;(74)99135-4959;biblioteca.romulo.galvão@gmail.com;GEOMETRIC_CENTER;Google 2025;"1";-10.512620999999999;-40.319467000000003
"1476";Biblioteca Pública Municipal Afrânio Peixoto;Municipal;"2906303";Canavieiras;"290630305";Canavieiras;;;Praça da Bandeira;s/n;;Centro;BA;Nordeste;;(73)3284-1324/(73)99947-2824;thallisoliveira@hotmail.com;APPROXIMATE;Google 2025;"2";-15.672669000000001;-38.954014999999998
"1477";Biblioteca Pública Municipal Magalhães Neto;Municipal;"2906501";Candeias;"290650105";Candeias;;;Rua Desembargador Teixeira de Fretias;s/n;;;BA;Nordeste;43810-271;(71)3605-5864;bpdalilabaptista@gmail.com;GEOMETRIC_CENTER;Google 2025;"1";-12.666928000000000;-38.543098999999998
"1478";Biblioteca Pública Municipal Jorge Amado;Municipal;"2906709";Cândido Sales;"290670905";Cândido Sales;;;Rua Getulio Vargas;"514";;Centro;BA;Nordeste;45157-000;(77)98832-2964;bmjorgeamado@gmail.com;RANGE_INTERPOLATED;Google 2025;"1";-15.502044000000000;-41.240504000000001
"1479";Biblioteca Pública Municipal Almerindo de Souza Pereira;Municipal;"2906808";Cansanção;"290680805";Cansanção;;;Rua Dois de Jullho;"124";;Centro;BA;Nordeste;48840-000;(75)3247-1229;;ROOFTOP;Google 2025;"1";-10.669376000000000;-39.496837999999997
"1480";Biblioteca Pública Municipal do Alto Alegre;Municipal;"2906857";Capela do Alto Alegre;"290685705";Capela do Alto Alegre;;;Avenida 17 de Abril;"247";;Centro;BA;Nordeste;;(75)3690-2222;seduc.capela@hotmail.com;RANGE_INTERPOLATED;Google 2025;"1";-11.668393999999999;-39.836092000000001
"1481";Biblioteca Pública Municipal Francisco dos Santos;Municipal;"2906873";Capim Grosso;"290687305";Capim Grosso;;;Praça Gabriel Francisco dos Santos;s/n;;Oliveira;BA;Nordeste;;(74)3651-1450/(74)3651-0217;Bibliotecacapimgrosso@hotmail.com;GEOMETRIC_CENTER;Google 2025;"1";-11.380760000000000;-40.010159000000002
"1482";Biblioteca Pública Municipal de Caraíbas;Municipal;"2906899";Caraíbas;"290689905";Caraíbas;;;Praça Francisco Gabriel Machado;s/n;;Centro;BA;Nordeste;;;;APPROXIMATE;Google 2025;"2";-14.724493000000001;-41.259856999999997
"1483";Biblioteca Pública Municipal Doutor Max Filler;Municipal;"2906907";Caravelas;"290690705";Caravelas;;;Rua 07 de Setembro;"278";;Centro;BA;Nordeste;;(73)3297-1574;bibliotecapontodeinformação@gmail.com;APPROXIMATE;Google 2025;"2";-17.727315000000001;-39.260052999999999
"1484";Biblioteca Pública Municipal Anita Carlos de Souza;Municipal;"2907004";Cardeal da Silva;"290700405";Cardeal da Silva;;;Rua João Alves  Pimenta;"540";;Centro;BA;Nordeste;48390-000;(75)99979-7909/(75)99938-2390;edileuzasales5@gmail.com;APPROXIMATE;Google 2025;"2";-11.947630999999999;-37.947257000000000
"1485";Biblioteca Pública Municipal Castro Alves;Municipal;"2907103";Carinhanha;"290710305";Carinhanha;;;Praça JJ Seabra;"46";;;BA;Nordeste;;(77)99944-4916;seccultura.cnn@gmail.com;APPROXIMATE;Google 2025;"2";-14.302504000000001;-43.767749000000002
"1486";Biblioteca Pública Municipal Isabel Matos;Municipal;"2907301";Castro Alves;"290730105";Castro Alves;;;Praça da Bandeira;s/n;;Centro;BA;Nordeste;44500-000;(75)98133-8445;biblioteca.isabelmatos@gmail.com;GEOMETRIC_CENTER;Google 2025;"1";-12.768621000000000;-39.426943999999999
"1487";Biblioteca Pública Municipal de Central;Municipal;"2907608";Central;"290760805";Central;;;Praça José de Castro Dourado;"22";;Centro;BA;Nordeste;44940-000;;;ROOFTOP;Google 2025;"1";-11.133839000000000;-42.109487000000001
"1488";Biblioteca Municipal de Cipó;Municipal;"2907905";Cipó;"290790505";Cipó;;;Rua D. Pedro II;"204";;Centro;BA;Nordeste;48450-000;(75)98152-8164;bibliotecapmc@hotmail.com;RANGE_INTERPOLATED;Google 2025;"1";-11.099836000000000;-38.516711000000001
"1489";Biblioteca Publica Municipal de Coaraci;Municipal;"2908002";Coaraci;"290800205";Coaraci;;;Praça Pio XII;s/n;;Centro;BA;Nordeste;;(73)3241-1927/(73)99142-7897;"bpmcoaraci@hotmail.com/cultura.coaraci@gmail.com&#10;&#10;";APPROXIMATE;Google 2025;"2";-14.637452000000000;-39.555979000000001
"1490";Biblioteca Pública Municipal Geraldo Coni Caldas;Municipal;"2908309";Conceição do Almeida;"290830905";Conceição do Almeida;;;Praça Doutor José Gonçalves;s/n;;Salgadália;BA;Nordeste;;(75)3629-2161/(75)3629-2162;biblioteca.mca@gmail.com;APPROXIMATE;Google 2025;"2";-12.779424000000001;-39.169978000000000
"1491";Biblioteca Pública Municipal Professor Elzídio Chaves Batista;Municipal;"2908606";Conde;"290860605";Conde;;;;;;;BA;Nordeste;;(75)3429-1214;bmpecb@ig.com.br;APPROXIMATE;Google 2025;"2";-11.813718000000000;-37.611440000000002
"1492";Biblioteca Pública Municipal Professora Dulce Figueiroa;Municipal;"2908903";Coração de Maria;"290890305";Coração de Maria;;;Avenida Amélio Teixeira Amorim;s/n;;Centro;BA;Nordeste;44250-000;(75)98138-4400;bibliotecadulcefigueroa@hotmail.com;GEOMETRIC_CENTER;Google 2025;"1";-12.253723000000001;-38.750397000000000
"1493";Biblioteca Pública Municipal Dom Mário Zanetta;Municipal;"2909208";Coronel João Sá;"290920805";Coronel João Sá;;;Praça Dr. Antônio Carlos Magalhães;"39";;Centro;BA;Nordeste;48590-000;(75)99873-7616;secretariadeducacaocel@gmail.com;APPROXIMATE;Google 2025;"2";-10.284724000000001;-37.927284999999998
"1494";Biblioteca Pública Municipal Professora Joaquinita Wanderley Silveira Sardeiro;Municipal;"2909406";Cotegipe;"290940605";Cotegipe;;;Rua Barão do Rio Branco;s/n;;Centro;BA;Nordeste;;(77)3621-2164/(77)98805-1892/(98)8390-0664;"cotegipe.biblioteca@gmail.com/bibliotecamunicipal.cotegipe@hotmail.com/adeliapereiracruz@hotmail.com&#10;&#10;";APPROXIMATE;Google 2025;"2";-12.032624000000000;-44.261232000000000
"1495";Biblioteca Pública Municipal Professor José Calazans Brandão;Municipal;"2909604";Crisópolis;"290960405";Crisópolis;;;Rua Doutora Zélia de Almeida;s/n;;Centro;BA;Nordeste;4848-000;(75)3443-2207;sec.jelusebarreto@gmail.com;GEOMETRIC_CENTER;Google 2025;"1";-11.519368000000000;-38.144779000000000
"1496";Biblioteca Pública Municipal Professor Sílvio Alves de Oliveira;Municipal;"2909703";Cristópolis;"290970305";Cristópolis;;;Avenida são José;s/n;;Centro;BA;Nordeste;;(77)3618-1337;culturacristopolis@gmail.com/educacaocrist@yahoo.com.br;APPROXIMATE;Google 2025;"2";-12.233566000000000;-44.416646999999998
"1497";Biblioteca Pública Municipal Carmelito Barbosa Alves;Municipal;"2909802";Cruz das Almas;"290980205";Cruz das Almas;;;Rua 31 de Março;"31";;Centro;BA;Nordeste;;(75)3621-3055/(75)981531394;bibliotecacruzdasalmas@gmail.com;ROOFTOP;Google 2025;"1";-12.670453000000000;-39.100960000000001
"1498";Biblioteca Pública Municipal Padre José Torres Costa;Municipal;"2909901";Curaçá;"290990105";Curaçá;;;Avenida Dr. Pedro Santos Torres;"775";;Centro;BA;Nordeste;48930-000;(74)3531-1122/(74)98872-1270;bibliotecamunicipalcuraca@gmail.com;RANGE_INTERPOLATED;Google 2025;"1";-8.992516000000000;-39.908133999999997
"1499";Biblioteca Pública Municipal Professora Inês Lima Caires;Municipal;"2910107";Dom Basílio;"291010705";Dom Basílio;;;Praça Cosme Alves Teixeira;s/n;;Centro;BA;Nordeste;;(77)3448-2121;"secretariaeducacaodb@gmail.com&#10;&#10;";APPROXIMATE;Google 2025;"2";-13.759653000000000;-41.772494999999999
"1500";Biblioteca Pública Municipal Professora Maria Elza dos Reis Silva;Municipal;"2910206";Dom Macedo Costa;"291020605";Dom Macedo Costa;;;Rua Manoel José da Costa;s/n;;Centro;BA;Nordeste;;(75)98128-9140;bibliotecadmc@gmail.com;APPROXIMATE;Google 2025;"2";-12.906026000000001;-39.191989999999997
"1501";Biblioteca Pública Municipal Francisco da Costa Baptista;Municipal;"2910503";Entre Rios;"291050305";Entre Rios;;;Praça Barão do Rio Branco;"208";;Centro;BA;Nordeste;;(75)9973-0744;lea.lima@hotmail.com;RANGE_INTERPOLATED;Google 2025;"1";-11.939603000000000;-38.087477999999997
"1432";Biblioteca Pública Municipal de Érico Cardoso;Municipal;"2900504";Érico Cardoso;"290050405";Érico Cardoso;;;Praça Lindofo Marques Leão;"488";;Centro;BA;Nordeste;46180-000;(77)3677-2100;bibliotecapublicamunicipaldeer@gmail.com;APPROXIMATE;Google 2025;"2";-13.418431000000000;-42.139671999999997
"1502";Biblioteca Pública Municipal do Juca Rosa;Municipal;"2910727";Eunápolis;"291072705";Eunápolis;;;;;;;BA;Nordeste;;(73)3281-5765;;APPROXIMATE;Google 2025;"2";-16.375102999999999;-39.588113000000000
"1503";Biblioteca Pública Municipal Fernando Alban;Municipal;"2910727";Eunápolis;"291072705";Eunápolis;;;Rua Princesa Isabel;"885";;Pequim;BA;Nordeste;45828-066;(73)99125-9347/(73)99125-9347/(73)98118-7466/(73)991088457;schirlley21@gmail.com/biblioteca_fernandoalban@hotmail.com;ROOFTOP;Google 2025;"1";-16.371791999999999;-39.572477999999997
"1504";Biblioteca Pública Municipal Francisca das Virgens Reis;Municipal;"2910750";Fátima;"291075005";Fátima;;;Rua Maria Reis;"46";;Juca Rosa;BA;Nordeste;48415-000;(75)3658-2123;biblioteca.municipalfrancisca@gmail.com;APPROXIMATE;Google 2025;"2";-10.616443000000000;-38.224243999999999
"1505";Biblioteca Pública Municipal Manoel Pereira Pimenta;Municipal;"2910800";Feira de Santana;"291080005";Feira de Santana;"2910800009";Santa Mônica;Rua São Salvador;s/n;;Centro;BA;Nordeste;;(75)3683-1685;;GEOMETRIC_CENTER;Google 2025;"1";-12.275185000000000;-38.931542000000000
"1506";Biblioteca Pública Municipal Professora Raquel de Freitas Araújo;Municipal;"2910800";Feira de Santana;"291080005";Feira de Santana;"2910800009";Santa Mônica;Rua São Salvador;s/n;;Humildes;BA;Nordeste;;(75)3204-7429;;GEOMETRIC_CENTER;Google 2025;"1";-12.275185000000000;-38.931542000000000
"1507";Biblioteca Pública Municipal Professora Dinalva Nunes de Oliveira;Municipal;"2911006";Floresta Azul;"291100605";Floresta Azul;;;Avenida Raimundo Silva Cardoso;"286";A;Centro;BA;Nordeste;;(73)98132-8312;bibliotecadinalva@outlook.com/bpmflorestaazul@yahoo.com.br;APPROXIMATE;Google 2025;"2";-14.863391000000000;-39.658248999999998
"1508";Biblioteca Pública Municipal Formosa do Rio Preto;Municipal;"2911105";Formosa do Rio Preto;"291110505";Formosa do Rio Preto;;;Avenida Formosa;"1595";;Centro;BA;Nordeste;;(77)3616-2121/(77)3616-2125/(77)99922-0487;cultura@formosadoriopreto.ba.gov.br;GEOMETRIC_CENTER;Google 2025;"1";-11.041807000000000;-45.189796000000001
"1509";Biblioteca Pública Municipal Jorge Amado;Municipal;"2911204";Gandu;"291120405";Gandu;;;Avenida getúlio Vargas;"115";;Centro;BA;Nordeste;;(73)98141-5216;andresdecarvalho@gmail.com;APPROXIMATE;Google 2025;"2";-13.745329000000000;-39.486164000000002
"1510";Biblioteca Pública Municipal de Glória;Municipal;"2911402";Glória;"291140205";Glória;;;Rua Doutor Hemetério de Carvalho;s/n;;Centro;BA;Nordeste;;(75)99190-4302;bibliotecagloria2021@gmail.com/personalizadosdan@gmail.com;APPROXIMATE;Google 2025;"2";-9.342340999999999;-38.254911999999997
"1511";Biblioteca Pública Municipal Professor Eugênio Bispo de Souza;Municipal;"2911659";Guajeru;"291165905";Guajeru;;;Praça Castro Alves;s/n;;Centro;BA;Nordeste;;(77)3417-2252;bibliotecaguajeru@yahoo.com.br/bibliotecaguajeru@hotmail.com;APPROXIMATE;Google 2025;"2";-14.548690000000001;-41.938763000000002
